"Name","Dates associated with name","Type of name","Role","Other names","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"Aiala, Salvatore","","person","","Campbell, Aaron, artist [person] ; Aiala, Salvatore [person] ; Bowland, Simon [person] ; Robinson, James, 1963-, author [person]","018495748","Monograph","Language material ; Still image ; Text","Volume","GBB7F9407","9781524104702","Felix Leiter","Ian feming's James Bond : Felix Leiter","Ian Fleming's James Bond 007","","United States of America","Mount Laurel, New Jersey","Dynamite Entertainment","2017","","approximately 152 pages, colour illustrations, 27 cm","741.5973","YKL.2020.b.355","Bond, James, (Fictitious character)--Comic books, strips, etc--Fiction ; Intelligence officers--Great Britain--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Novel ; Spy story","English","'Contains materials originally published in magazine form as James Bond: Felix Leiter issues 1-6.'--Colophon ; On title page and cover 007 uses the o in Bond for the first 0 of 007"
"Aicardi, Davide","","person","author","De Lorenzi, Paolo, artist [person] ; Ambrosio, Stefano, author [person] ; Seitler, Nicole [person] ; Walt Disney Company Italia, artist [organisation] ; Aicardi, Davide, author [person] ; Freccero, Andrea, artist [person] ; Seitler, Travis [person] ; Pericoli, Chantal, author [person]","018331829","Monograph","Language material ; Still image ; Text","Volume","GBB776803","9781631409127","Donald Quest. Hammer of magic","Hammer of magic","","","United States of America","San Diego, California","","2017","","1 volume, chiefly colour illustrations, 23 cm","741.5973","YKL.2018.a.17170","Duck, Donald, (Fictitious character)--Comic books, strips, etc--Juvenile fiction","Children's fiction ; Comic or graphic novel","English","'Originally published as Donald Quest issues #1-5'--Title page verso"
"Aida, Saki","","person","author","Takashina, Yuh, artist [person] ; Aida, Saki, author [person]","016589483","Monograph","Language material ; Still image ; Text","Volume","GBB3B8472","9781569703229","Deadlock. Volume 1","","","","United States of America","Carson","Digital Manga","2014","First edition","1 volume (unpaged), chiefly black and white illustrations","741.5","","Gay men--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Romance","English",""
"Aida, Yu","","person","","Aida, Yu [person]","014477492","Monograph","Language material ; Text","Volume","GBA809662","","Gunslinger girl","","","","United States of America","Houston, Texas","ADV Manga","2003-","","volumes, chiefly illustrations (some colour), 19 cm","741.5952","YK.2008.a.1240 ; YK.2008.a.4153","Science fiction comic books, strips, etc--Japan--Translations into English ; Comic books, strips, etc--Japan--Translations into English","Translations into English","English","'The girl has a mechanical body. However, she is still an adolescent girl.' ; Based on the television program ; Originally published in Tokyo, Japan by Media Works, including, 2002 ; Printed in Japanese right-to-left format ; Title from cover ; Translated from the Japanese ; volume 5-6: translator/editor: Javier Lopez"
"Aida, Yu","1977-","person","","Aida, Yu, 1977- [person]","015730143","Monograph","Language material ; Text","Volume","GBB107101","9781934876923","Gunslinger girl omnibus 1","","","","England ; United States of America","Godalming ; Los Angeles, California","Melia ; Seven Seas","2011","","1 volume, chiefly illustrations, 18 cm","741.5","","Cyborgs--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Science fiction","English",""
"Aida, Yu","1977-","person","","Aida, Yu, 1977- [person]","015800101","Monograph","Language material ; Text","Volume","GBB153857","9781934876978","Gunslinger girl omnibus 2","","","","England ; United States of America","Godalming ; Los Angeles, California","Melia ; Seven Seas","2011","","1 volume, chiefly illustrations, 18 cm","741.5952","","Science fiction comic books, strips, etc ; Aida, Yu, 1977---Translations into Englih ; Cyborgs--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Translations into Englih","English",""
"Aida, Yu","1977-","person","","Aida, Yu, 1977- [person]","015814603","Monograph","Language material ; Text","Volume","GBB162972","9781934876824","Gunslinger Girl. Volume 7","","","","England ; United States of America","Godalming ; Los Angeles, California","Melia ; Seven Seas","2011","","1 volume, chiefly illustrations, 19 cm","741.5","","Cyborgs--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Science fiction","English",""
"Aida, Yu","1977-","person","","Aida, Yu, 1977- [person]","015865591","Monograph","Language material ; Text","Volume","GBB195105","9781935934226","Gunslinger girl omnibus 3","","","","England ; United States of America","Godalming ; New York","Melia ; Seven Seas","2011","","1 volume, chiefly illustrations, 19 cm","741.5952","","Aida, Yu, 1977---Translations into English ; Cyborgs--Comic books, strips, etc--Fiction ; Science fiction comic books, strips, etc","Comic or graphic novel ; Fiction ; Translations into English","English",""
"Aida, Yu","1977-","person","","Aida, Yu, 1977- [person]","016005575","Monograph","Language material ; Text","Volume","GBB202687","9781935934141","Gunslinger girl omnibus 4","","","","England ; United States of America","Godalming ; New York","Melia ; Seven Seas","2012","","1 volume, chiefly illustrations, 19 cm","741.5952","","Science fiction comic books, strips, etc ; Aida, Yu, 1977---Translations into Englih ; Cyborgs--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Translations into Englih","English",""
"Aida, Yu","1977-","person","","Aida, Yu, 1977- [person]","016099763","Monograph","Language material ; Text","Volume","GBB255645","9781935934837","Gunslinger girl omnibus 5","","","","England ; United States of America","Godalming ; New York","Melia ; Seven Seas","2012","","1 volume, chiefly illustrations, 18 cm","741.5952","","Aida, Yu, 1977---Translations into English ; Cyborgs--Comic books, strips, etc--Fiction ; Science fiction comic books, strips, etc","Comic or graphic novel ; Fiction ; Translations into English","English",""
"Aida, Yu","1977-","person","","Aida, Yu, 1977- [person]","016182855","Monograph","Language material ; Text","Volume","GBB2A0234","9781937867072","Gunslinger girl omnibus 6","","","","England ; United States of America","Godalming ; New York","Melia ; Seven Seas","2013","","1 volume, chiefly illustrations, 19 cm","741.5952","","Aida, Yu, 1977---Translations into English ; Cyborgs--Comic books, strips, etc--Fiction ; Science fiction comic books, strips, etc","Comic or graphic novel ; Fiction ; Translations into English","English",""
"Aida, Yu","1977-","person","author","Aida, Yu, 1977-, author [person]","016317726","Monograph","Language material ; Still image ; Text","Volume","GBB337820","9781937867287","Gunslinger girl. Finale","","","","United States of America","New York","Seven Seas","2013","","1 volume, chiefly illustrations","741.5","","Cyborgs--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Science fiction","English","Translated from the Japanese"
"AidaIro","","person","artist ; author ; writer","AidaIro, artist ; author ; writer [person]","020103701","Monograph","Language material ; Still image ; Text","Volume","GBC119628","9781975324353","After-school hanako-kun","","","","United States of America","New York","","2021","","1 volume, chiefly illustrations, 20 cm","741.5","","Yashiro, Nene, (Fictitious character)--Comic books, strips, etc--Fiction ; Hanako-kun, (Fictitious character)--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fantasy ; Fiction ; Young adult fiction","English","Translated from the Japanese"
"AidaIro","","person","artist ; author ; writer","AidaIro, artist ; author ; writer [person]","020266166","Monograph","Language material ; Still image ; Text","Volume","GBC1B5304","9781975316815","Toilet-bound Hanako-kun. Volume 11","","","","United States of America","New York","","2021","","1 volume, chiefly illustrations, 20 cm","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aidalro","","person","artist ; author","Aidalro, artist ; author [person]","019624655","Monograph","Language material ; Still image ; Text","Volume","GBB9J1909","9781975332877","Toilet-bound Hanako-kun. Volume 1","","","","United States of America","New York","","2020","","172 pages, chiefly illustrations, 20 cm","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aidalro","","person","artist ; author","Aidalro, artist ; author [person]","019718547","Monograph","Language material ; Still image ; Text","Volume","GBC027150","9781975399573","Toilet-bound Hanako-kun. Volume 2","","","","United States of America","New York","","2020","","168 pages, chiefly illustrations, 20 cm","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aidalro","","person","artist ; author","Aidalro, artist ; author [person]","019759155","Monograph","Language material ; Still image ; Text","Volume","GBC048482","9781975311353","Toilet-bound Hanako-kun. Volume 3","","","","United States of America","New York","","2020","","174 pages","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aidalro","","person","artist ; author","Aidalro, artist ; author [person]","019848678","Monograph","Language material ; Still image ; Text","Volume","GBC087659","9781975311360","Toilet-bound Hanako-kun. Volume 4","","","","United States of America","New York","","2020","","167 pages, chiefly illustrations, 20 cm","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aidalro","","person","artist ; author","Aidalro, artist ; author [person]","019938193","Monograph","Language material ; Still image ; Text","Volume","GBC0D9080","9781975311384","Toilet-bound Hanako-kun. Volume 6","","","","United States of America","New York","","2020","","170 pages","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aidalro","","person","artist ; author","Aidalro, artist ; author [person]","020013321","Monograph","Language material ; Still image ; Text","Volume","GBC0I0239","9781975311391","Toilet-bound Hanako-kun. Volume 7","","","","United States of America","New York","","2021","","1 volume, chiefly illustrations, 20 cm","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aidalro","","person","artist ; author","Aidalro, artist ; author [person]","020084925","Monograph","Language material ; Still image ; Text","Volume","GBC109034","9781975311407","Toilet-bound Hanako-kun. Volume 8","","","","United States of America","New York","","2021","","1 volume, chiefly illustrations, 20 cm","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aidalro","","person","artist ; author","Aidalro, artist ; author [person]","020147521","Monograph","Language material ; Still image ; Text","Volume","GBC151798","9781975311414","Toilet-bound Hanako-kun. Volume 9","","","","United States of America","New York","","2021","","1 volume, chiefly illustrations","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aidalro","","person","artist ; author","Aidalro, artist ; author [person]","020249702","Monograph","Language material ; Still image ; Text","Volume","GBC1A6723","9781975399009","Toilet-bound Hanako-kun. Volume 10","","","","United States of America","New York","","2021","","1 volume, chiefly illustrations","741.5","","","Fantasy ; Young adult fiction","English","Translated from the Japanese"
"Aiese, Aubrey","","person","","Ellis, Grace, author [person] ; Stevenson, Noelle [person] ; Stevenson, Noelle, author [person] ; Laiho, Maarta [person] ; Aiese, Aubrey [person] ; Allen, Brooke A., illustrator [person] ; Watters, Shannon, author [person]","017955165","Monograph","Language material ; Still image ; Text","Volume","GBB6A5277","9781608868605","Lumberjanes. Out of time","Comic books ; Out of time","","","United States of America","Los Angeles, California","BOOM! Box","2016","","1 volume (unpaged), chiefly colour illustrations, 26 cm","741.5973","YKL.2018.b.1413","","Novel ; Paranormal fiction ; Young adult fiction","English","'Originally published in single magazine form as Lumberjanes number 14-17'--Title page verso"
"Aiese, Aubrey","","person","","Laiho, Maarta [person] ; Pietsch, Carey, artist [person] ; Aiese, Aubrey [person] ; Leyh, Kat, author [person] ; Watters, Shannon, author [person]","018215533","Monograph","Language material ; Still image ; Text","Volume","GBB718603","9781608869541","Lumberjanes. Volume 6. Sink or swim","Sink or swim","","","United States of America","Los Angeles","BOOM! Box","2017","","1 volume (unpaged), chiefly colour illustrations, 26 cm","741.5973","YKL.2018.b.3344","","Novel ; Paranormal fiction ; Young adult fiction","English","'Originally published in single magazine form as Lumberjanes number 21 - 24'--Preliminaries"
"Aiese, Aubrey","","person","artist","Allen, Brooke A., artist [person] ; Ellis, Grace, author [person] ; Laiho, Maarta, artist [person] ; Aiese, Aubrey, artist [person] ; Stevenson, Noelle, author [person]","017104700","Monograph","Language material ; Still image ; Text","Volume","GBB533745","9781608866878","Lumberjanes. Volume 1. Beware the Kitten Holy","Beware the Kitten Holy","","","United States of America","Los Angeles, California","Boom! Box","2015","","1 volume (unpaged), chiefly illustrations (black and white and colour), 26 cm","741.5973","YKL.2017.b.1688","","Novel ; Paranormal fiction ; Young adult fiction","English","'Originally published in single magazine form as Lumberjanes number 1-4'--Preliminaries"
